Ano;Código da Área;Área de Avaliação;Código da IES;Nome da IES;Sigla da IES;Organização Acadêmica;Categoria Administrativa;Código do Curso;Modalidade de Ensino;Código do Município;Município do Curso;Sigla da UF;Nº de Concluintes Inscritos;Nº  de Concluintes Participantes;Nota Bruta - FG;Nota Padronizada - FG;Nota Bruta - CE;Nota Padronizada - CE;Conceito Enade (Contínuo);Conceito Enade (Faixa);Observação
2019;5;MEDICINA VETERINÁRIA;596;UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI;UFVJM;Universidade;Pública Federal;1270511;Educação Presencial;3170404;Unaí;MG;11;11;515.273;4.225;652.818;44.763;44.135;5;
2019;5;MEDICINA VETERINÁRIA;621;CENTRO UNIVERSITÁRIO CESMAC;CESMAC;Centro Universitário;Privada sem fins lucrativos;43144;Educação Presencial;2704302;Maceió;AL;65;65;323.508;0.9945;439.462;0.6549;0.7398;1;
2019;5;MEDICINA VETERINÁRIA;634;UNIVERSIDADE FEDERAL DE PELOTAS;UFPEL;Universidade;Pública Federal;14974;Educação Presencial;4304663;Capão do Leão;RS;105;100;46.739;34.184;56.938;29.819;3.091;4;
2019;5;MEDICINA VETERINÁRIA;661;FACULDADE PIO DÉCIMO;FPD;Faculdade;Privada com fins lucrativos;18741;Educação Presencial;2800308;Aracaju;SE;78;68;346.706;13.853;447.368;0.7965;0.9437;1;
2019;5;MEDICINA VETERINÁRIA;664;UNIVERSIDADE VILA VELHA;UVV;Universidade;Privada sem fins lucrativos;18201;Educação Presencial;3205200;Vila Velha;ES;83;80;422.612;26.641;643.325;43.063;38.957;4;
2019;5;MEDICINA VETERINÁRIA;669;UNIVERSIDADE NILTON LINS;UNINILTONLINS;Universidade;Privada sem fins lucrativos;47714;Educação Presencial;1302603;Manaus;AM;108;99;264.475;0;402.899;0;0;1;
2019;5;MEDICINA VETERINÁRIA;671;UNIVERSIDADE ANHANGUERA;UNIDERP;Universidade;Privada com fins lucrativos;15554;Educação Presencial;5002704;Campo Grande;MS;30;26;352.077;14.758;564.231;28.896;25.362;3;
2019;5;MEDICINA VETERINÁRIA;673;CENTRO UNIVERSITÁRIO DA GRANDE DOURADOS;UNIGRAN;Centro Universitário;Privada sem fins lucrativos;63965;Educação Presencial;5003702;Dourados;MS;19;17;399.882;22.811;552.235;26.748;25.764;3;
2019;5;MEDICINA VETERINÁRIA;694;UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL;UFMS;Universidade;Pública Federal;15840;Educação Presencial;5002704;Campo Grande;MS;36;34;463.676;33.558;585.471;32.701;32.915;4;
2019;5;MEDICINA VETERINÁRIA;699;FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA;UNIR;Universidade;Pública Federal;150273;Educação Presencial;1100288;Rolim de Moura;RO;24;21;407.714;24.131;515.571;20.181;21.168;3;
2019;5;MEDICINA VETERINÁRIA;707;CENTRO UNIVERSITÁRIO CENTRAL PAULISTA;UNICEP;Centro Universitário;Privada com fins lucrativos;1261569;Educação Presencial;3548906;São Carlos;SP;47;43;387.651;20.751;516.256;20.304;20.415;3;
2019;5;MEDICINA VETERINÁRIA;718;UNIVERSIDADE POTIGUAR;UNP;Universidade;Privada com fins lucrativos;1278875;Educação Presencial;2408102;Natal;RN;75;72;468.667;34.399;52.125;21.198;24.498;3;
2019;5;MEDICINA VETERINÁRIA;757;Centro Universitário da Amazônia;Unama;Centro Universitário;Privada com fins lucrativos;105968;Educação Presencial;1506807;Santarém;PA;107;100;36.017;16.121;48.03;13.863;14.428;2;
2019;5;MEDICINA VETERINÁRIA;763;INSTITUTO UNIFICADO DE ENSINO SUPERIOR OBJETIVO;IUESO;Faculdade;Privada com fins lucrativos;20690;Educação Presencial;5208707;Goiânia;GO;54;54;407.333;24.067;525.889;22.029;22.538;3;
2019;5;MEDICINA VETERINÁRIA;780;UNIVERSIDADE DE CUIABÁ;UNIC/UNIME;Universidade;Privada com fins lucrativos;16834;Educação Presencial;5103403;Cuiabá;MT;35;33;371.758;18.073;588.576;33.257;29.461;4;
2019;5;MEDICINA VETERINÁRIA;789;UNIVERSIDADE FEDERAL DE RORAIMA;UFRR;Universidade;Pública Federal;1186099;Educação Presencial;1400100;Boa Vista;RR;25;25;47.276;35.089;56.244;28.576;30.204;4;
2019;5;MEDICINA VETERINÁRIA;826;CENTRO UNIVERSITÁRIO DE DESENVOLVIMENTO DO CENTRO OESTE;UNIDESC;Centro Universitário;Privada com fins lucrativos;18099;Educação Presencial;5212501;Luziânia;GO;52;52;313.115;0.8194;446.288;0.7772;0.7877;1;
2019;5;MEDICINA VETERINÁRIA;953;UNIVERSIDADE METROPOLITANA DE SANTOS;UNIMES;Universidade;Privada sem fins lucrativos;18615;Educação Presencial;3548500;Santos;SP;27;27;415.741;25.483;513.444;1.98;21.221;3;
2019;5;MEDICINA VETERINÁRIA;1027;UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO;UENF;Universidade;Pública Estadual;17725;Educação Presencial;3301009;Campos dos Goytacazes;RJ;33;32;468.844;34.429;613.906;37.794;36.953;4;
2019;5;MEDICINA VETERINÁRIA;1038;FACULDADES INTEGRADAS DE TRÊS LAGOAS;AEMS;Faculdade;Privada sem fins lucrativos;1282834;Educação Presencial;5008305;Três Lagoas;MS;16;15;37.14;18.013;451.667;0.8735;11.054;2;
2019;5;MEDICINA VETERINÁRIA;1045;CENTRO UNIVERSITÁRIO ANHANGÜERA;UNIFIAN;Centro Universitário;Privada com fins lucrativos;52554;Educação Presencial;3526704;Leme;SP;85;75;31.168;0.7952;459.907;10.211;0.9646;2;
2019;5;MEDICINA VETERINÁRIA;1046;UNIÃO DAS FACULDADES DOS GRANDES LAGOS;UNILAGO;Faculdade;Privada sem fins lucrativos;1280809;Educação Presencial;3549805;São José do Rio Preto;SP;31;30;416.733;2.565;488.333;15.302;17.889;2;
2019;5;MEDICINA VETERINÁRIA;1053;CENTRO UNIVERSIÁRIO UNIFTC DE FEIRA DE SANTANA;;Centro Universitário;Privada com fins lucrativos;112532;Educação Presencial;2910800;Feira de Santana;BA;18;18;388.944;20.969;601.611;35.592;31.936;4;
2019;5;MEDICINA VETERINÁRIA;1078;CENTRO UNIVERSITÁRIO INTEGRADO DE CAMPO MOURÃO;;Centro Universitário;Privada com fins lucrativos;17934;Educação Presencial;4104303;Campo Mourão;PR;38;30;40.27;23.286;585.333;32.676;30.329;4;
2019;5;MEDICINA VETERINÁRIA;1087;FACULDADES INTEGRADAS APARÍCIO CARVALHO;FIMCA;Faculdade;Privada sem fins lucrativos;73753;Educação Presencial;1100205;Porto Velho;RO;53;51;318.647;0.9126;451.667;0.8735;0.8833;1;
2019;5;MEDICINA VETERINÁRIA;1126;UNIVERSIDADE ESTADUAL DO CENTRO OESTE;UNICENTRO;Universidade;Pública Estadual;18323;Educação Presencial;4109401;Guarapuava;PR;32;30;50.43;40.402;64.45;43.274;42.556;5;
2019;5;MEDICINA VETERINÁRIA;1129;CENTRO UNIVERSITÁRIO DO NORTE PAULISTA;UNORP;Centro Universitário;Privada sem fins lucrativos;1139841;Educação Presencial;3549805;São José do Rio Preto;SP;40;31;381.774;19.761;496.581;16.779;17.525;2;
2019;5;MEDICINA VETERINÁRIA;1157;ESCOLA SUPERIOR SÃO FRANCISCO DE ASSIS;ESFA;Faculdade;Privada sem fins lucrativos;1056198;Educação Presencial;3204609;Santa Teresa;ES;17;16;30.975;0.7627;51.3;1.972;16.697;2;
2019;5;MEDICINA VETERINÁRIA;1166;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DA PARAÍBA;IFPB;Instituto Federal de Educação, Ciência e Tecnologia;Pública Federal;123237;Educação Presencial;2516201;Sousa;PB;25;25;43.02;27.919;45.764;0.9805;14.333;2;
2019;5;MEDICINA VETERINÁRIA;1196;CENTRO UNIVERSITÁRIO DE MARINGÁ - UNICESUMAR;UNICESUMAR;Centro Universitário;Privada com fins lucrativos;20522;Educação Presencial;4115200;Maringá;PR;52;50;45.77;32.552;54.37;25.219;27.052;3;
2019;5;MEDICINA VETERINÁRIA;1230;CENTRO REGIONAL UNIVERSITÁRIO DE ESPÍRITO SANTO DO PINHAL;UNIPINHAL;Centro Universitário;Privada sem fins lucrativos;19685;Educação Presencial;3515186;Espírito Santo do Pinhal;SP;49;44;323.364;0.9921;471.568;12.299;11.705;2;
2019;5;MEDICINA VETERINÁRIA;1245;Faculdade de Castelo - Multivix Castelo;Multivix Castelo;Faculdade;Privada com fins lucrativos;19839;Educação Presencial;3201407;Castelo;ES;22;13;399.077;22.676;528.385;22.476;22.526;3;
2019;5;MEDICINA VETERINÁRIA;1281;FACULDADE DE CIÊNCIAS SOCIAIS E AGRÁRIAS DE ITAPEVA;FAIT;Faculdade;Privada com fins lucrativos;99648;Educação Presencial;3522406;Itapeva;SP;50;46;371.239;17.986;487.652;1.518;15.882;2;
2019;5;MEDICINA VETERINÁRIA;1292;Centro Universitário de Adamantina;FAI;Centro Universitário;Especial;65971;Educação Presencial;3500105;Adamantina;SP;32;31;308.032;0.7338;436.903;0.6091;0.6402;1;
2019;5;MEDICINA VETERINÁRIA;1303;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO;IF Goiano;Instituto Federal de Educação, Ciência e Tecnologia;Pública Federal;1188283;Educação Presencial;5221809;Urutaí;GO;42;37;441.784;2.987;563.757;28.811;29.076;3;
2019;5;MEDICINA VETERINÁRIA;1307;FACULDADE DE ENSINO SUPERIOR E FORMAÇÃO INTEGRAL;FAEF;Faculdade;Privada com fins lucrativos;21730;Educação Presencial;3516705;Garça;SP;58;57;400.491;22.914;537.421;24.094;23.799;3;
2019;5;MEDICINA VETERINÁRIA;1317;Centro Universitário Sudoeste Paulista;UniFSP;Centro Universitário;Privada com fins lucrativos;1108311;Educação Presencial;3504503;Avaré;SP;24;24;426.917;27.366;603.375;35.908;33.772;4;
2019;5;MEDICINA VETERINÁRIA;1336;CENTRO UNIVERSITÁRIO ASSIS GURGACZ;FAG;Centro Universitário;Privada sem fins lucrativos;105920;Educação Presencial;4104808;Cascavel;PR;89;83;367.747;17.398;478.193;13.486;14.464;2;
2019;5;MEDICINA VETERINÁRIA;1396;Centro Universitário Dinâmica das Cataratas;UDC;Centro Universitário;Privada com fins lucrativos;1121426;Educação Presencial;4108304;Foz do Iguaçu;PR;73;73;363.589;16.697;456.904;0.9673;11.429;2;
2019;5;MEDICINA VETERINÁRIA;1422;CENTRO UNIVERSITÁRIO DO NORTE;UNINORTE;Centro Universitário;Privada com fins lucrativos;1264739;Educação Presencial;1302603;Manaus;AM;120;111;379.405;19.362;43.509;0.5766;0.9165;1;
2019;5;MEDICINA VETERINÁRIA;1430;CENTRO UNIVERSITÁRIO INGÁ;;Centro Universitário;Privada sem fins lucrativos;1155403;Educação Presencial;4115200;Maringá;PR;45;44;425.886;27.192;533.205;23.339;24.302;3;
2019;5;MEDICINA VETERINÁRIA;1436;ESCOLA SUPERIOR BATISTA DO AMAZONAS;ESBAM;Faculdade;Privada com fins lucrativos;43974;Educação Presencial;1302603;Manaus;AM;24;18;371.167;17.974;454.222;0.9193;11.388;2;
2019;5;MEDICINA VETERINÁRIA;1490;CENTRO UNIVERSITÁRIO DE JAGUARIÚNA;UniFAJ;Centro Universitário;Privada com fins lucrativos;49108;Educação Presencial;3524709;Jaguariúna;SP;211;181;39.579;22.122;532.354;23.187;22.921;3;
2019;5;MEDICINA VETERINÁRIA;1559;CENTRO UNIVERSITÁRIO DO ESPÍRITO SANTO;UNESC;Centro Universitário;Privada sem fins lucrativos;119994;Educação Presencial;3201506;Colatina;ES;32;32;407.781;24.142;593.438;34.128;31.631;4;
2019;5;MEDICINA VETERINÁRIA;1601;FACULDADE CIDADE DE COROMANDEL;FCC;Faculdade;Privada sem fins lucrativos;1205751;Educação Presencial;3119302;Coromandel;MG;15;15;31.08;0.7804;434.067;0.5582;0.6138;1;
2019;5;MEDICINA VETERINÁRIA;1623;FACULDADE DE CIÊNCIAS AGRÁRIAS DE ANDRADINA;FCAA;Faculdade;Privada sem fins lucrativos;46151;Educação Presencial;3502101;Andradina;SP;73;40;337.775;12.348;506.175;18.498;16.961;2;
2019;5;MEDICINA VETERINÁRIA;1643;FACULDADE ANÍSIO TEIXEIRA DE FEIRA DE SANTANA;FAT;Faculdade;Privada sem fins lucrativos;1056749;Educação Presencial;2910800;Feira de Santana;BA;15;15;42;2.62;60.46;36.127;33.645;4;
2019;5;MEDICINA VETERINÁRIA;1657;CENTRO UNIVERSITÁRIO UNISEP;;Centro Universitário;Privada com fins lucrativos;91029;Educação Presencial;4107207;Dois Vizinhos;PR;28;28;341.321;12.946;511.036;19.369;17.763;2;
2019;5;MEDICINA VETERINÁRIA;1773;CENTRO UNIVERSITÁRIO FAI;;Centro Universitário;Privada com fins lucrativos;98748;Educação Presencial;4208401;Itapiranga;SC;118;105;309.333;0.7557;416.867;0.2502;0.3766;1;
2019;5;MEDICINA VETERINÁRIA;1812;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DO AMAZONAS;IFAM;Instituto Federal de Educação, Ciência e Tecnologia;Pública Federal;1295064;Educação Presencial;1302603;Manaus;AM;24;24;49.225;38.372;581.833;32.049;3.363;4;
2019;5;MEDICINA VETERINÁRIA;1825;FACULDADE DE ESTUDOS SUPERIORES DE MINAS GERAIS;FEAD;Faculdade;Privada sem fins lucrativos;49349;Educação Presencial;3106200;Belo Horizonte;MG;46;43;423.628;26.812;531.651;23.061;23.999;3;
2019;5;MEDICINA VETERINÁRIA;1836;CENTRO UNIVERSITÁRIO FUNDAÇÃO DE ENSINO OCTÁVIO BASTOS - FEOB;UNIFEOB;Centro Universitário;Privada sem fins lucrativos;6113;Educação Presencial;3549102;São João da Boa Vista;SP;115;115;331.357;11.267;442.409;0.7077;0.8124;1;
2019;5;MEDICINA VETERINÁRIA;1869;CENTRO UNIVERSITÁRIO DE ITAJUBÁ;FEPI;Centro Universitário;Privada sem fins lucrativos;83694;Educação Presencial;3132404;Itajubá;MG;32;27;412.963;25.015;603.741;35.973;33.234;4;
2019;5;MEDICINA VETERINÁRIA;1883;CENTRO UNIVERSITÁRIO UNIFAS;;Centro Universitário;Privada com fins lucrativos;51104;Educação Presencial;2919207;Lauro de Freitas;BA;19;16;348.062;14.082;59.25;3.396;2.899;3;
2019;5;MEDICINA VETERINÁRIA;1917;FACULDADE DE CIÊNCIAS BIOMÉDICAS DE CACOAL;FACIMED;Faculdade;Privada com fins lucrativos;98350;Educação Presencial;1100049;Cacoal;RO;84;81;306.358;0.7056;460.321;10.285;0.9478;2;
2019;5;MEDICINA VETERINÁRIA;1927;CENTRO UNIVERSITÁRIO DO VALE DO IGUAÇU;UNIGUAÇU;Centro Universitário;Privada com fins lucrativos;88946;Educação Presencial;4128203;União da Vitória;PR;87;85;406.294;23.891;526.976;22.224;22.641;3;
2019;5;MEDICINA VETERINÁRIA;2111;CENTRO UNIVERSITÁRIO INTA;UNINTA;Centro Universitário;Privada sem fins lucrativos;101248;Educação Presencial;2312908;Sobral;CE;34;31;430.032;2.789;530.903;22.927;24.168;3;
2019;5;MEDICINA VETERINÁRIA;2123;CENTRO UNIVERSITÁRIO MAX PLANCK;UniMAX;Centro Universitário;Privada com fins lucrativos;5000320;Educação Presencial;3520509;Indaiatuba;SP;131;117;365.863;1.708;503.658;18.047;17.805;2;
2019;5;MEDICINA VETERINÁRIA;2365;CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;UNICATÓLICA;Centro Universitário;Privada sem fins lucrativos;1283990;Educação Presencial;1721000;Palmas;TO;65;64;378.922;1.928;473.578;12.659;14.315;2;
2019;5;MEDICINA VETERINÁRIA;2564;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE;UFCG;Universidade;Pública Federal;13437;Educação Presencial;2510808;Patos;PB;75;73;429.123;27.737;533.548;23.401;24.485;3;
2019;5;MEDICINA VETERINÁRIA;2835;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU;UNINASSAU;Centro Universitário;Privada com fins lucrativos;1205557;Educação Presencial;2611606;Recife;PE;64;60;36.84;17.508;505.433;18.365;18.151;2;
2019;5;MEDICINA VETERINÁRIA;2915;FACULDADE CIDADE DE PATOS DE MINAS;FPM;Faculdade;Privada sem fins lucrativos;1205254;Educação Presencial;3148004;Patos de Minas;MG;9;8;327.125;10.554;543.875;2.525;21.576;3;
2019;5;MEDICINA VETERINÁRIA;3151;UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ;UNOCHAPECÓ;Universidade;Privada sem fins lucrativos;1298970;Educação Presencial;4204202;Chapecó;SC;21;21;425.571;27.139;541.286;24.787;25.375;3;
2019;5;MEDICINA VETERINÁRIA;3188;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS;IFNMG;Instituto Federal de Educação, Ciência e Tecnologia;Pública Federal;1102648;Educação Presencial;3157005;Salinas;MG;34;33;383.152;19.993;509.576;19.107;19.328;2;
2019;5;MEDICINA VETERINÁRIA;3193;FACULDADES INTEGRADAS DOS CAMPOS GERAIS;CESCAGE;Faculdade;Privada com fins lucrativos;88834;Educação Presencial;4119905;Ponta Grossa;PR;75;72;367.875;17.419;471.806;12.342;13.611;2;
2019;5;MEDICINA VETERINÁRIA;3205;FACULDADE DE CIÊNCIAS E TECNOLOGIA DE VIÇOSA;FAVIÇOSA;Faculdade;Privada com fins lucrativos;74089;Educação Presencial;3171303;Viçosa;MG;67;65;450.938;31.412;57.98;31.685;31.617;4;
2019;5;MEDICINA VETERINÁRIA;3339;FACULDADE IDEAU DE GETÚLIO VARGAS;IDEAU;Faculdade;Privada com fins lucrativos;1099720;Educação Presencial;4308904;Getúlio Vargas;RS;77;76;289.882;0.428;420.487;0.315;0.3433;1;
2019;5;MEDICINA VETERINÁRIA;3371;CENTRO UNIVERSITÁRIO DE PATOS DE MINAS;UNIPAM;Centro Universitário;Privada sem fins lucrativos;1168059;Educação Presencial;3148004;Patos de Minas;MG;132;123;409.252;2.439;533.618;23.413;23.657;3;
2019;5;MEDICINA VETERINÁRIA;3610;Centro Universitário ICESP;Unicesp;Centro Universitário;Privada com fins lucrativos;5000789;Educação Presencial;5300108;Brasília;DF;65;60;380.233;19.501;479.517;13.723;15.168;2;
2019;5;MEDICINA VETERINÁRIA;3840;CENTRO UNIVERSITÁRIO FACVEST;UNIFACVEST;Centro Universitário;Privada com fins lucrativos;112972;Educação Presencial;4209300;Lages;SC;20;20;36.78;17.407;55.365;27.001;24.603;3;
2019;5;MEDICINA VETERINÁRIA;3849;FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS;UFT;Universidade;Pública Federal;17147;Educação Presencial;1702109;Araguaína;TO;63;63;434.921;28.714;559.127;27.982;28.165;3;
2019;5;MEDICINA VETERINÁRIA;3974;UNIVERSIDADE DE RIO VERDE;FESURV;Universidade;Pública Municipal;91883;Educação Presencial;5218805;Rio Verde;GO;86;85;29.38;0.494;416.835;0.2496;0.3107;1;
2019;5;MEDICINA VETERINÁRIA;3983;CENTRO UNIVERSITÁRIO DE FORMIGA;UNIFORMG;Centro Universitário;Privada sem fins lucrativos;90359;Educação Presencial;3126109;Formiga;MG;35;32;35.325;14.955;49.625;1.672;16.279;2;
2019;5;MEDICINA VETERINÁRIA;3984;FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO;UNIVASF;Universidade;Pública Federal;87958;Educação Presencial;2611101;Petrolina;PE;55;54;430.796;28.019;552.944;26.875;27.161;3;
2019;5;MEDICINA VETERINÁRIA;4163;CENTRO UNIVERSITÁRIO BARRIGA VERDE;UNIBAVE;Centro Universitário;Privada sem fins lucrativos;1143241;Educação Presencial;4211702;Orleans;SC;45;42;373.595;18.383;508.119;18.846;1.873;2;
2019;5;MEDICINA VETERINÁRIA;4358;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS;IF SUL DE MINAS;Instituto Federal de Educação, Ciência e Tecnologia;Pública Federal;1327317;Educação Presencial;3144102;Muzambinho;MG;14;14;559.714;49.737;636.429;41.828;43.805;5;
2019;5;MEDICINA VETERINÁRIA;4367;FACULDADE TERRA NORDESTE;FATENE;Faculdade;Privada com fins lucrativos;1101780;Educação Presencial;2303709;Caucaia;CE;84;77;397.442;2.24;482.286;14.219;16.264;2;
2019;5;MEDICINA VETERINÁRIA;4396;CENTRO UNIVERSITÁRIO DE MINEIROS;UNIFIMES;Centro Universitário;Pública Municipal;1175735;Educação Presencial;5213103;Mineiros;GO;54;54;306.556;0.7089;453.778;0.9113;0.8607;1;
2019;5;MEDICINA VETERINÁRIA;4503;UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA;UFRB;Universidade;Pública Federal;114992;Educação Presencial;2909802;Cruz das Almas;BA;57;56;467.107;34.136;528.107;22.426;25.354;3;
2019;5;MEDICINA VETERINÁRIA;4522;CENTRO UNIVERSITÁRIO CATÓLICO SALESIANO AUXILIUM;UNISALESIANO;Centro Universitário;Privada sem fins lucrativos;1155362;Educação Presencial;3502804;Araçatuba;SP;53;37;399.135;22.685;571.162;30.138;28.275;3;
2019;5;MEDICINA VETERINÁRIA;4702;CENTRO UNIVERSITÁRIO BRASILEIRO;UNIBRA;Centro Universitário;Privada com fins lucrativos;1257479;Educação Presencial;2611606;Recife;PE;10;10;39.43;21.871;48.65;14.974;16.698;2;
2019;5;MEDICINA VETERINÁRIA;4780;FACULDADE DE CIÊNCIAS DA SAÚDE DE UNAÍ;FACISA;Faculdade;Privada sem fins lucrativos;117292;Educação Presencial;3170404;Unaí;MG;45;44;344.409;13.466;457.841;0.9841;10.747;2;
2019;5;MEDICINA VETERINÁRIA;4826;FACULDADE ANHANGÜERA DE CAMPINAS;;Faculdade;Privada com fins lucrativos;95137;Educação Presencial;3509502;Campinas;SP;121;116;38.55;20.388;475.009;12.916;14.784;2;
2019;5;MEDICINA VETERINÁRIA;4846;FACULDADE VÉRTICE;VÉRTICE;Faculdade;Privada com fins lucrativos;120426;Educação Presencial;3140902;Matipó;MG;47;47;30.866;0.7444;418.809;0.285;0.3998;1;
2019;5;MEDICINA VETERINÁRIA;5036;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE;IF Catarinense;Instituto Federal de Educação, Ciência e Tecnologia;Pública Federal;1102792;Educação Presencial;4204301;Concórdia;SC;43;43;411.442;24.759;57.793;3.135;29.702;4;
2019;5;MEDICINA VETERINÁRIA;5036;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE;IF Catarinense;Instituto Federal de Educação, Ciência e Tecnologia;Pública Federal;1103036;Educação Presencial;4201307;Araquari;SC;38;32;483.719;36.935;591.875;33.848;3.462;4;
2019;5;MEDICINA VETERINÁRIA;5303;FACULDADE ANHANGÜERA DE DOURADOS;;Faculdade;Privada com fins lucrativos;65116;Educação Presencial;5003702;Dourados;MS;65;49;303.816;0.6628;416.796;0.2489;0.3524;1;
2019;5;MEDICINA VETERINÁRIA;5322;FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA;UNIPAMPA;Universidade;Pública Federal;120215;Educação Presencial;4322400;Uruguaiana;RS;62;61;431.279;2.81;585.492;32.704;31.553;4;
2019;5;MEDICINA VETERINÁRIA;5439;CENTRO UNIVERSITÁRIO DO PLANALTO CENTRAL APPARECIDO DOS SANTOS;UNICEPLAC;Centro Universitário;Privada com fins lucrativos;18188;Educação Presencial;5300108;Brasília;DF;65;51;375.882;18.768;499.529;17.308;17.673;2;
2019;5;MEDICINA VETERINÁRIA;5511;CENTRO UNIVERSITÁRIO CAMPO REAL;;Centro Universitário;Privada com fins lucrativos;1188149;Educação Presencial;4109401;Guarapuava;PR;76;73;338.425;12.458;487.068;15.076;14.421;2;
2019;5;MEDICINA VETERINÁRIA;5550;FACULDADE ANHANGUERA DE ANÁPOLIS;;Faculdade;Privada com fins lucrativos;69058;Educação Presencial;5201108;Anápolis;GO;138;127;313.748;0.8301;448.764;0.8215;0.8236;1;
2019;5;MEDICINA VETERINÁRIA;5592;FACULDADES INTEGRADAS DO NORTE DE MINAS - FUNORTE;FUNORTE;Faculdade;Privada com fins lucrativos;117278;Educação Presencial;3143302;Montes Claros;MG;54;52;342.846;13.203;538.481;24.284;21.514;3;
2019;5;MEDICINA VETERINÁRIA;5670;CENTRO UNIVERSITÁRIO DO VALE DO ARAGUAIA;UNIVAR;Centro Universitário;Privada sem fins lucrativos;1132433;Educação Presencial;5101803;Barra do Garças;MT;32;32;337.094;12.234;447.563;0.8;0.9058;1;
2019;5;MEDICINA VETERINÁRIA;11544;FACULDADE METROPOLITANA DE ANÁPOLIS;FAMA;Faculdade;Privada com fins lucrativos;1260098;Educação Presencial;5201108;Anápolis;GO;24;23;332.391;11.441;42.2;0.3421;0.5426;1;
2019;5;MEDICINA VETERINÁRIA;13883;FACULDADE MURIALDO;FAMUR;Faculdade;Privada sem fins lucrativos;1183786;Educação Presencial;4305108;Caxias do Sul;RS;31;31;41.029;24.565;541.484;24.822;24.758;3;
2019;5;MEDICINA VETERINÁRIA;14248;Faculdade Presidente Antônio Carlos de Uberlândia;;Faculdade;Privada sem fins lucrativos;79870;Educação Presencial;3170206;Uberlândia;MG;97;97;353.052;14.922;453.804;0.9118;10.569;2;
