Ano;Código da Área;Área de Avaliação;Código da IES;Nome da IES;Sigla da IES;Organização Acadêmica;Categoria Administrativa;Código do Curso;Modalidade de Ensino;Código do Município;Município do Curso;Sigla da UF;Nº de Concluintes Inscritos;Nº  de Concluintes Participantes;Nota Bruta - FG;Nota Padronizada - FG;Nota Bruta - CE;Nota Padronizada - CE;Conceito Enade (Contínuo);Conceito Enade (Faixa);Observação
2019;23;ENFERMAGEM;1945;FACULDADE DE SORRISO;;Faculdade;Privada com fins lucrativos;116428;Educação Presencial;5107925;Sorriso;MT;29;24;358.458;23.674;391.917;19.831;20.792;3;
2019;23;ENFERMAGEM;1961;INSTITUTO TECNOLÓGICO E DAS CIÊNCIAS SOCIAIS APLICADAS E DA SAÚDE DO CENTRO EDUC. N. SRª AUXILIADORA;ITCSAS/CENSA;Faculdade;Privada sem fins lucrativos;117465;Educação Presencial;3301009;Campos dos Goytacazes;RJ;29;28;404.714;30.072;413.214;22.452;24.357;3;
2019;23;ENFERMAGEM;1965;FACULDADE DE TECNOLOGIA DE ALAGOAS;FAT/AL;Faculdade;Privada sem fins lucrativos;1072238;Educação Presencial;2704302;Maceió;AL;70;67;271.403;11.634;315.478;10.425;10.728;2;
2019;23;ENFERMAGEM;1978;Centro Universitário Fametro;Unifametro;Centro Universitário;Privada com fins lucrativos;86392;Educação Presencial;2304400;Fortaleza;CE;301;277;36.835;25.042;432.336;24.805;24.864;3;
2019;23;ENFERMAGEM;1986;CENTRO UNIVERSITÁRIO ESTÁCIO JUIZ DE FORA - ESTÁCIO JUIZ DE FORA;;Centro Universitário;Privada com fins lucrativos;71475;Educação Presencial;3136702;Juiz de Fora;MG;120;103;313.874;17.508;351.466;14.854;15.517;2;
2019;23;ENFERMAGEM;2005;FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE SINOP;FACISAS;Faculdade;Privada com fins lucrativos;118888;Educação Presencial;5107909;Sinop;MT;5;4;30.025;15.624;44.225;26.024;23.424;3;
2019;23;ENFERMAGEM;2023;Centro Universitário FG;UNIFG;Centro Universitário;Privada com fins lucrativos;80124;Educação Presencial;2911709;Guanambi;BA;12;12;385.417;27.403;442.167;26.014;26.361;3;
2019;23;ENFERMAGEM;2027;FACULDADE DE CAMPINA GRANDE;FAC-CG;Faculdade;Privada com fins lucrativos;71396;Educação Presencial;2504009;Campina Grande;PB;139;123;287.154;13.812;288.585;0.7116;0.879;1;
2019;23;ENFERMAGEM;2040;FACULDADE DO FUTURO;FAF;Faculdade;Privada com fins lucrativos;65475;Educação Presencial;3139409;Manhuaçu;MG;54;54;399.204;2.931;407.333;21.728;23.623;3;
2019;23;ENFERMAGEM;2043;FACULDADE VALE DO SALGADO;FVS;Faculdade;Privada com fins lucrativos;120418;Educação Presencial;2305407;Icó;CE;16;14;329.786;19.709;472.214;29.711;27.211;3;
2019;23;ENFERMAGEM;2076;CENTRO UNIVERSITÁRIO UNIRB;UNIRB;Centro Universitário;Privada com fins lucrativos;98339;Educação Presencial;2927408;Salvador;BA;20;18;275.056;12.139;235.444;0.0578;0.3468;1;
2019;23;ENFERMAGEM;2079;FACULDADE DE ITAITUBA;FAI;Faculdade;Privada com fins lucrativos;1118074;Educação Presencial;1503606;Itaituba;PA;78;61;271.623;11.664;29.7;0.8152;0.903;1;
2019;23;ENFERMAGEM;2085;CENTRO UNIVERSITÁRIO DE SALVADOR;UNICEUSA;Centro Universitário;Privada com fins lucrativos;1190565;Educação Presencial;2927408;Salvador;BA;19;19;326.474;19.251;325.368;11.643;13.545;2;
2019;23;ENFERMAGEM;2111;CENTRO UNIVERSITÁRIO INTA;UNINTA;Centro Universitário;Privada sem fins lucrativos;108690;Educação Presencial;2312908;Sobral;CE;186;177;313.797;17.497;345.797;14.156;14.991;2;
2019;23;ENFERMAGEM;2122;CENTRO UNIVERSITÁRIO ESTÁCIO DE SERGIPE;;Centro Universitário;Privada com fins lucrativos;118882;Educação Presencial;2800308;Aracaju;SE;445;404;31.3;17.387;376.829;17.975;17.828;2;
2019;23;ENFERMAGEM;2132;CENTRO UNIVERSITÁRIO UNINORTE;;Centro Universitário;Privada com fins lucrativos;98738;Educação Presencial;1200401;Rio Branco;AC;130;122;307.262;16.593;353.074;15.052;15.437;2;
2019;23;ENFERMAGEM;2135;CENTRO UNIVERSITÁRIO CATÓLICA DE QUIXADÁ;UNICATÓLICA;Centro Universitário;Privada sem fins lucrativos;68998;Educação Presencial;2311306;Quixadá;CE;53;53;374.057;25.832;40.717;21.708;22.739;3;
2019;23;ENFERMAGEM;2147;Centro Universitário CEUNI - FAMETRO;FAMETRO;Centro Universitário;Privada com fins lucrativos;104478;Educação Presencial;1302603;Manaus;AM;200;194;318.706;18.176;324.495;11.535;13.195;2;
2019;23;ENFERMAGEM;2148;FACULDADE DE PALMAS;FAPAL;Faculdade;Privada com fins lucrativos;1069977;Educação Presencial;1721000;Palmas;TO;96;89;300.809;15.701;319.494;1.092;12.115;2;
2019;23;ENFERMAGEM;2149;FACULDADE MATO GROSSO DO SUL;FACSUL;Faculdade;Privada com fins lucrativos;1107133;Educação Presencial;5002704;Campo Grande;MS;50;47;310.426;17.031;35.017;14.694;15.278;2;
2019;23;ENFERMAGEM;2150;FACULDADE DO PIAUÍ;FAPI;Faculdade;Privada com fins lucrativos;1069987;Educação Presencial;2211001;Teresina;PI;61;57;341.632;21.347;36.9;17.011;18.095;2;
2019;23;ENFERMAGEM;2158;FACULDADE SANTA MARIA;FSM;Faculdade;Privada com fins lucrativos;54975;Educação Presencial;2503704;Cajazeiras;PB;32;32;375.156;25.984;384.781;18.953;20.711;3;
2019;23;ENFERMAGEM;2174;FACULDADE DE SANTA CATARINA;FASC;Faculdade;Privada com fins lucrativos;1069984;Educação Presencial;4216602;São José;SC;46;43;324.558;18.986;405.651;21.521;20.887;3;
2019;23;ENFERMAGEM;2175;CENTRO UNIVERSITÁRIO DANTE;;Centro Universitário;Privada com fins lucrativos;117775;Educação Presencial;4202404;Blumenau;SC;36;33;362.212;24.193;403.333;21.236;21.975;3;
2019;23;ENFERMAGEM;2189;FACULDADE DO MARANHÃO;FACAM-MA;Faculdade;Privada com fins lucrativos;98061;Educação Presencial;2111300;São Luís;MA;65;63;367.492;24.924;366.571;16.712;18.765;2;
2019;23;ENFERMAGEM;2191;FACULDADE ANHANGUERA DE PELOTAS;;Faculdade;Privada com fins lucrativos;98723;Educação Presencial;4314407;Pelotas;RS;49;47;34.266;21.489;330.681;12.296;14.594;2;
2019;23;ENFERMAGEM;2194;FACULDADE ANHANGUERA DO RIO GRANDE;;Faculdade;Privada com fins lucrativos;5000331;Educação Presencial;4315602;Rio Grande;RS;21;17;303.765;1.611;359.588;15.853;15.917;2;
2019;23;ENFERMAGEM;2200;FACULDADE VALE DO GORUTUBA;FAVAG;Faculdade;Privada com fins lucrativos;5000183;Educação Presencial;3145059;Nova Porteirinha;MG;51;46;315.326;17.709;341.065;13.574;14.608;2;
2019;23;ENFERMAGEM;2222;FACULDADE SETE DE SETEMBRO;FASETE;Faculdade;Privada com fins lucrativos;1141771;Educação Presencial;2924009;Paulo Afonso;BA;91;72;371.403;25.465;380.403;18.414;20.177;3;
2019;23;ENFERMAGEM;2241;FACULDADE DO SUDESTE MINEIRO;FACSUM;Faculdade;Privada com fins lucrativos;1181355;Educação Presencial;3136702;Juiz de Fora;MG;29;29;364.207;24.469;369.172;17.032;18.892;2;
2019;23;ENFERMAGEM;2242;FACULDADE DO RECIFE;FAREC;Faculdade;Privada com fins lucrativos;5000317;Educação Presencial;2611606;Recife;PE;31;31;352.323;22.826;396.516;20.397;21.004;3;
2019;23;ENFERMAGEM;2244;FACULDADE DA CIDADE DE MACEIÓ;FACIMA;Faculdade;Privada com fins lucrativos;1190604;Educação Presencial;2704302;Maceió;AL;13;13;309.846;16.951;401.692;21.034;20.013;3;
2019;23;ENFERMAGEM;2245;FACULDADE DO ESPÍRITO SANTO;FACES;Faculdade;Privada com fins lucrativos;1069989;Educação Presencial;3205309;Vitória;ES;13;12;35.25;2.285;423.083;23.666;23.462;3;
2019;23;ENFERMAGEM;2271;FACULDADE PITÁGORAS DE IPATINGA;FPI;Faculdade;Privada com fins lucrativos;88484;Educação Presencial;3131307;Ipatinga;MG;26;21;40.481;30.085;325.333;11.638;1.625;2;
2019;23;ENFERMAGEM;2275;FACULDADE SANTO AGOSTINHO;FASA;Faculdade;Privada com fins lucrativos;99776;Educação Presencial;3143302;Montes Claros;MG;54;39;310.231;17.004;39.259;19.914;19.186;2;
2019;23;ENFERMAGEM;2324;FACULDADE UNIÃO BANDEIRANTE;;Faculdade;Privada com fins lucrativos;1058983;Educação Presencial;4216602;São José;SC;25;23;360.348;23.936;388.696;19.435;2.056;3;
2019;23;ENFERMAGEM;2334;FACULDADE CNEC RIO DAS OSTRAS;;Faculdade;Privada sem fins lucrativos;1205411;Educação Presencial;3304524;Rio das Ostras;RJ;24;22;23.9;0.7152;295.955;0.8023;0.7806;1;
2019;23;ENFERMAGEM;2336;CENTRO UNIVERSITÁRIO MONTES BELOS;;Centro Universitário;Privada com fins lucrativos;88918;Educação Presencial;5220108;São Luís de Montes Belos;GO;24;22;287.409;13.848;354.864;15.272;14.916;2;
2019;23;ENFERMAGEM;2348;INSTITUIÇÃO DE ENSINO SÃO FRANCISCO;IESF;Faculdade;Privada com fins lucrativos;67500;Educação Presencial;3530706;Mogi Guaçu;SP;14;14;323.214;1.88;37;17.134;17.551;2;
2019;23;ENFERMAGEM;2350;ESCOLA SUPERIOR MADRE CELESTE;ESMAC;Faculdade;Privada com fins lucrativos;5000042;Educação Presencial;1500800;Ananindeua;PA;58;48;268.562;11.241;284.458;0.6609;0.7767;1;
2019;23;ENFERMAGEM;2409;CENTRO UNIVERSITÁRIO TABOSA DE ALMEIDA;ASCES-UNITA;Centro Universitário;Privada sem fins lucrativos;89994;Educação Presencial;2604106;Caruaru;PE;36;36;374.611;25.908;473.806;29.907;28.908;3;
2019;23;ENFERMAGEM;2413;FACULDADE DE ENSINO SUPERIOR DE FLORIANO;FAESF;Faculdade;Privada com fins lucrativos;66905;Educação Presencial;2203909;Floriano;PI;16;15;274.333;12.039;376.333;17.914;16.445;2;
2019;23;ENFERMAGEM;2420;FACULDADE PARANAENSE;FAPAR;Faculdade;Privada com fins lucrativos;1069967;Educação Presencial;4106902;Curitiba;PR;57;48;393.771;28.558;395.583;20.282;22.351;3;
2019;23;ENFERMAGEM;2426;FACULDADE INTEGRADA BRASIL AMAZONIA - FIBRA;FIBRA;Faculdade;Privada com fins lucrativos;1151647;Educação Presencial;1501402;Belém;PA;85;84;370.357;2.532;389.655;19.553;20.995;3;
2019;23;ENFERMAGEM;2428;FACULDADE DE CIÊNCIAS E TECNOLOGIAS DE CAMPOS GERAIS;FACICA;Faculdade;Privada com fins lucrativos;71029;Educação Presencial;3111606;Campos Gerais;MG;7;7;45.2;36.612;448.571;26.802;29.255;3;
2019;23;ENFERMAGEM;2437;FACULDADE PITÁGORAS DE TEIXEIRA DE FREITAS;PIT TEIXEIRA;Faculdade;Privada com fins lucrativos;73517;Educação Presencial;2931350;Teixeira de Freitas;BA;14;13;368.615;25.079;408.462;21.867;2.267;3;
2019;23;ENFERMAGEM;2440;FACULDADE CIDADE DE JOÃO PINHEIRO;FCJP;Faculdade;Privada sem fins lucrativos;56496;Educação Presencial;3136306;João Pinheiro;MG;21;19;335.526;20.503;348.789;14.524;16.019;2;
2019;23;ENFERMAGEM;2466;FACUDADE IEDUCARE - FIED;FIED;Faculdade;Privada com fins lucrativos;1166820;Educação Presencial;2313401;Tianguá;CE;10;10;41.62;3.166;40.61;21.576;24.097;3;
2019;23;ENFERMAGEM;2474;FACULDADE MARIA MILZA;FAMAM;Faculdade;Privada com fins lucrativos;71095;Educação Presencial;2909802;Cruz das Almas;BA;12;12;403.333;29.881;414.917;22.661;24.466;3;
2019;23;ENFERMAGEM;2494;FUNVIC - FACULDADE DE PINDAMONHANGABA;;Faculdade;Privada sem fins lucrativos;5000505;Educação Presencial;3538006;Pindamonhangaba;SP;17;17;333.824;20.267;369.353;17.055;17.858;2;
2019;23;ENFERMAGEM;2497;CENTRO UNIVERSITÁRIO ATENEU;;Centro Universitário;Privada com fins lucrativos;1164382;Educação Presencial;2304400;Fortaleza;CE;46;44;306.932;16.548;371.659;17.338;17.141;2;
2019;23;ENFERMAGEM;2497;CENTRO UNIVERSITÁRIO ATENEU;;Centro Universitário;Privada com fins lucrativos;1174450;Educação Presencial;2304400;Fortaleza;CE;18;17;364.941;24.571;327.647;11.923;15.085;2;
2019;23;ENFERMAGEM;2501;FACULDADE ESTÁCIO DE SÁ DE GOIÁS;FESGO;Faculdade;Privada com fins lucrativos;91031;Educação Presencial;5208707;Goiânia;GO;119;94;282.862;13.219;326.394;11.769;12.131;2;
2019;23;ENFERMAGEM;2536;FACULDADE RORAIMENSE DE ENSINO SUPERIOR;FARES;Faculdade;Privada com fins lucrativos;110582;Educação Presencial;1400100;Boa Vista;RR;106;97;27.332;11.899;266.732;0.4427;0.6295;1;
2019;23;ENFERMAGEM;2548;FACULDADE DE TEOLOGIA, FILOSOFIA E CIÊNCIAS HUMANAS GAMALIEL;FATEFIG;Faculdade;Privada com fins lucrativos;1169709;Educação Presencial;1508100;Tucuruí;PA;53;50;32.638;19.238;33.954;13.386;14.849;2;
2019;23;ENFERMAGEM;2564;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE;UFCG;Universidade;Pública Federal;79572;Educação Presencial;2503704;Cajazeiras;PB;43;42;437.571;34.616;501.429;33.306;33.634;4;
2019;23;ENFERMAGEM;2564;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE;UFCG;Universidade;Pública Federal;107492;Educação Presencial;2505105;Cuité;PB;33;31;451.677;36.567;533.677;37.274;37.097;4;
2019;23;ENFERMAGEM;2564;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE;UFCG;Universidade;Pública Federal;1134328;Educação Presencial;2504009;Campina Grande;PB;26;25;53.836;48.556;54.116;38.195;40.785;5;
2019;23;ENFERMAGEM;2565;ABEU - CENTRO UNIVERSITÁRIO;UNIABEU;Centro Universitário;Privada sem fins lucrativos;73655;Educação Presencial;3300456;Belford Roxo;RJ;87;84;256.107;0.9518;304.929;0.9127;0.9225;1;
2019;23;ENFERMAGEM;2568;FACULDADE ZACARIAS DE GÓES;FAZAG;Faculdade;Privada sem fins lucrativos;109322;Educação Presencial;2932903;Valença;BA;89;72;258.792;0.989;25.775;0.3322;0.4964;1;
2019;23;ENFERMAGEM;2571;CENTRO UNIVERSITÁRIO REDENTOR;FACREDENTOR;Centro Universitário;Privada sem fins lucrativos;119052;Educação Presencial;3302205;Itaperuna;RJ;26;26;450.538;36.409;418.615;23.116;2.644;3;
2019;23;ENFERMAGEM;2572;FACULDADE REGIONAL DE FILOSOFIA, CIÊNCIAS E LETRAS DE CANDEIAS;FAC;Faculdade;Privada com fins lucrativos;120016;Educação Presencial;2906501;Candeias;BA;18;16;266.438;10.947;23.075;0;0.2737;1;
2019;23;ENFERMAGEM;2579;CENTRO UNIVERSITÁRIO ATENAS;UniAtenas;Centro Universitário;Privada com fins lucrativos;1187877;Educação Presencial;3147006;Paracatu;MG;40;40;390.175;28.061;39.53;20.247;22.201;3;
2019;23;ENFERMAGEM;2581;FACULDADE SÃO SALVADOR;FSS;Faculdade;Privada com fins lucrativos;81194;Educação Presencial;2927408;Salvador;BA;41;36;246.222;0.8151;246.194;0.19;0.3463;1;
2019;23;ENFERMAGEM;2593;FACULDADE DE JUAZEIRO DO NORTE;FJN;Faculdade;Privada com fins lucrativos;95191;Educação Presencial;2307304;Juazeiro do Norte;CE;48;47;364.064;24.449;427.915;24.261;24.308;3;
2019;23;ENFERMAGEM;2613;Centro Universitário Meta;;Centro Universitário;Privada com fins lucrativos;1099815;Educação Presencial;1200401;Rio Branco;AC;79;70;303.514;16.075;31.74;10.662;12.015;2;
2019;23;ENFERMAGEM;2616;FACULDADE SANTO ANTÔNIO DE PÁDUA;FASAP;Faculdade;Privada com fins lucrativos;120591;Educação Presencial;3304706;Santo Antônio de Pádua;RJ;16;16;395.938;28.858;36.9;17.011;19.973;3;
2019;23;ENFERMAGEM;2629;AJES - FACULDADE DO VALE DO JURUENA;AJES;Faculdade;Privada sem fins lucrativos;1101170;Educação Presencial;5105150;Juína;MT;22;21;323.048;18.777;396.667;20.416;20.006;3;
2019;23;ENFERMAGEM;2632;FACULDADES INTEGRADAS DO EXTREMO SUL DA BAHIA;UNESULBAHIA;Faculdade;Privada sem fins lucrativos;109566;Educação Presencial;2910727;Eunápolis;BA;29;29;368.345;25.042;36.1;16.027;18.281;2;
2019;23;ENFERMAGEM;2636;FACULDADE DINÂMICA DO VALE DO PIRANGA;FADIP;Faculdade;Privada com fins lucrativos;1080171;Educação Presencial;3152105;Ponte Nova;MG;6;6;43;33.569;378.667;18.201;22.043;3;
2019;23;ENFERMAGEM;2642;FACULDADE SÃO VICENTE;FASVIPA;Faculdade;Privada sem fins lucrativos;99780;Educação Presencial;2706406;Pão de Açúcar;AL;23;21;279.476;1.275;274.476;0.538;0.7223;1;
2019;23;ENFERMAGEM;2647;FACULDADE INTEGRADA DE SANTA MARIA;FISMA;Faculdade;Privada com fins lucrativos;67569;Educação Presencial;4316907;Santa Maria;RS;103;102;370.676;25.364;415.118;22.686;23.355;3;
2019;23;ENFERMAGEM;2724;INSTITUTO DE ENSINO SUPERIOR DO SUL DO MARANHÃO;IESMA;Faculdade;Privada com fins lucrativos;80212;Educação Presencial;2105302;Imperatriz;MA;56;40;420.675;32.279;39.61;20.346;23.329;3;
2019;23;ENFERMAGEM;2745;ESCOLA SUPERIOR DA AMAZÔNIA;ESAMAZ;Faculdade;Privada com fins lucrativos;90615;Educação Presencial;1501402;Belém;PA;82;79;297.949;15.305;309.013;0.963;11.049;2;
2019;23;ENFERMAGEM;2754;FACULDADE SÃO PAULO;FSP;Faculdade;Privada com fins lucrativos;1085806;Educação Presencial;1100288;Rolim de Moura;RO;44;44;332.955;20.147;331.818;12.436;14.364;2;
2019;23;ENFERMAGEM;2770;FACULDADE UNIDA DE CAMPINAS;FACUNICAMPS;Faculdade;Privada com fins lucrativos;121158;Educação Presencial;5208707;Goiânia;GO;41;40;35.12;2.267;48.295;31.032;28.942;3;
2019;23;ENFERMAGEM;2771;CENTRO DE ENSINO SUPERIOR DE ILHÉUS;CESUPI;Faculdade;Privada com fins lucrativos;109288;Educação Presencial;2913606;Ilhéus;BA;28;27;402.778;29.804;335.852;12.932;1.715;2;
2019;23;ENFERMAGEM;2773;FACULDADE DE MACAPÁ;;Faculdade;Privada com fins lucrativos;100120;Educação Presencial;1600303;Macapá;AP;106;97;318.691;18.174;348.237;14.456;15.386;2;
2019;23;ENFERMAGEM;2774;Centro Universitário UNIFAFIBE;FAFIBE;Centro Universitário;Privada sem fins lucrativos;347613;Educação Presencial;3506102;Bebedouro;SP;35;35;369.086;25.144;398.943;20.696;21.808;3;
2019;23;ENFERMAGEM;2787;FACULDADES PEQUENO PRÍNCIPE;FPP;Faculdade;Privada sem fins lucrativos;67989;Educação Presencial;4106902;Curitiba;PR;32;30;453.167;36.773;448.067;2.674;29.248;3;
2019;23;ENFERMAGEM;2794;FACULDADE DE CIÊNCIAS SOCIAIS E HUMANAS SOBRAL PINTO;FAIESP;Faculdade;Privada com fins lucrativos;104051;Educação Presencial;5107602;Rondonópolis;MT;25;22;342.909;21.524;43.15;24.702;23.907;3;
2019;23;ENFERMAGEM;2814;FACULDADE SÃO SEBASTIÃO;;Faculdade;Privada com fins lucrativos;1158018;Educação Presencial;3550704;São Sebastião;SP;25;25;32.532;19.091;31.26;10.071;12.326;2;
2019;23;ENFERMAGEM;2826;FACULDADE NOSSA SENHORA DE FÁTIMA;FACULDADE FÁTIMA;Faculdade;Privada sem fins lucrativos;67647;Educação Presencial;4305108;Caxias do Sul;RS;31;30;28.81;13.943;380.667;18.447;17.321;2;
2019;23;ENFERMAGEM;2835;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU;UNINASSAU;Centro Universitário;Privada com fins lucrativos;74315;Educação Presencial;2611606;Recife;PE;180;158;328.089;19.474;39.738;20.503;20.246;3;
2019;23;ENFERMAGEM;2843;FACULDADE DE CIÊNCIAS MÉDICAS E DA SAÚDE DE JUIZ DE FORA;FCMS/JF;Faculdade;Privada com fins lucrativos;59754;Educação Presencial;3136702;Juiz de Fora;MG;16;16;369.125;25.149;493.438;32.323;3.053;4;
2019;23;ENFERMAGEM;2908;FACULDADE NATALENSE DE ENSINO E CULTURA;FANEC;Faculdade;Privada com fins lucrativos;1181566;Educação Presencial;2408102;Natal;RN;11;11;290.818;14.319;263.818;0.4069;0.6631;1;
2019;23;ENFERMAGEM;2910;FACULDADE VERDE NORTE;FAVENORTE;Faculdade;Privada com fins lucrativos;1258876;Educação Presencial;3141009;Mato Verde;MG;28;28;345.929;21.941;314.786;1.034;13.241;2;
2019;23;ENFERMAGEM;2911;FACULDADE PAN AMAZÔNICA;FAPAN;Faculdade;Privada com fins lucrativos;1069951;Educação Presencial;1501402;Belém;PA;44;43;33.686;20.687;34.086;13.549;15.333;2;
2019;23;ENFERMAGEM;2915;FACULDADE CIDADE DE PATOS DE MINAS;FPM;Faculdade;Privada sem fins lucrativos;89784;Educação Presencial;3148004;Patos de Minas;MG;16;15;272.533;1.179;29.98;0.8496;0.932;1;
2019;23;ENFERMAGEM;2918;FACULDADE DE ENSINO SUPERIOR DA AMAZÔNIA REUNIDA;FESAR;Faculdade;Privada com fins lucrativos;1150247;Educação Presencial;1506138;Redenção;PA;52;52;318.077;18.089;316.615;10.565;12.446;2;
2019;23;ENFERMAGEM;2935;FACULDADE DE TALENTOS HUMANOS;FACTHUS;Faculdade;Privada com fins lucrativos;73358;Educação Presencial;3170107;Uberaba;MG;46;45;306.911;16.545;351.556;14.865;15.285;2;
2019;23;ENFERMAGEM;2944;FACULDADE DO SUL;;Faculdade;Privada com fins lucrativos;5000029;Educação Presencial;2914802;Itabuna;BA;38;34;329.471;19.665;371.206;17.283;17.878;2;
2019;23;ENFERMAGEM;2950;Centro Universitário FADERGS;FADERGS;Centro Universitário;Privada com fins lucrativos;1138920;Educação Presencial;4314902;Porto Alegre;RS;110;110;325.973;19.181;385.927;19.094;19.116;2;
2019;23;ENFERMAGEM;2950;Centro Universitário FADERGS;FADERGS;Centro Universitário;Privada com fins lucrativos;1321757;Educação Presencial;4314902;Porto Alegre;RS;6;6;39;28.037;399.167;20.723;22.552;3;
2019;23;ENFERMAGEM;2971;FACULDADE BARRETOS;FB;Faculdade;Privada com fins lucrativos;1069158;Educação Presencial;3505500;Barretos;SP;21;21;330.762;19.844;31.8;10.736;13.013;2;
2019;23;ENFERMAGEM;2973;FACULDADE DE CIÊNCIAS HUMANAS E BIOLÓGICAS E DA SAÚDE;;Faculdade;Privada com fins lucrativos;118852;Educação Presencial;5107040;Primavera do Leste;MT;20;15;339.667;21.075;393.267;19.997;20.267;3;
2019;23;ENFERMAGEM;3020;FACULDADE SANTA RITA DE CÁSSIA;IFASC;Faculdade;Privada com fins lucrativos;1148863;Educação Presencial;5211503;Itumbiara;GO;15;14;314.857;17.644;280.571;0.613;0.9009;1;
2019;23;ENFERMAGEM;3034;FACULDADE DELTA;FACDELTA;Faculdade;Privada com fins lucrativos;1179210;Educação Presencial;2927408;Salvador;BA;14;14;294.929;14.888;443.143;26.134;23.323;3;
2019;23;ENFERMAGEM;3042;CHRISTUS FACULDADE DO PIAUÍ;CHRISFAPI;Faculdade;Privada com fins lucrativos;116816;Educação Presencial;2208403;Piripiri;PI;51;51;407.667;3.048;425.471;2.396;2.559;3;
2019;23;ENFERMAGEM;3099;FACULDADE INTERNACIONAL DA PARAÍBA;FPB;Faculdade;Privada com fins lucrativos;91027;Educação Presencial;2507507;João Pessoa;PB;74;71;350.901;22.629;323.324;11.391;1.42;2;
2019;23;ENFERMAGEM;3149;FACULDADE PITÁGORAS DE DIVINÓPOLIS - FPD;FPD;Faculdade;Privada com fins lucrativos;118676;Educação Presencial;3122306;Divinópolis;MG;16;15;33.84;2.09;463.267;2.861;26.683;3;
2019;23;ENFERMAGEM;3172;UNIVERSIDADE DO ESTADO DO AMAZONAS;UEA;Universidade;Pública Estadual;60656;Educação Presencial;1302603;Manaus;AM;53;53;468.981;3.896;553.472;3.971;39.523;5;
2019;23;ENFERMAGEM;3193;FACULDADES INTEGRADAS DOS CAMPOS GERAIS;CESCAGE;Faculdade;Privada com fins lucrativos;321759;Educação Presencial;4119905;Ponta Grossa;PR;24;24;329.333;19.646;41.05;22.118;2.15;3;
2019;23;ENFERMAGEM;3194;FACULDADE DE MINAS BH;FAMINAS-BH;Faculdade;Privada com fins lucrativos;119345;Educação Presencial;3106200;Belo Horizonte;MG;65;62;393.468;28.516;450.274;27.012;27.388;3;
2019;23;ENFERMAGEM;3204;FACULDADE DE QUATRO MARCOS;FQM;Faculdade;Privada com fins lucrativos;91360;Educação Presencial;5107107;São José dos Quatro Marcos;MT;31;29;214.069;0.3704;262.759;0.3939;0.388;1;
2019;23;ENFERMAGEM;3205;FACULDADE DE CIÊNCIAS E TECNOLOGIA DE VIÇOSA;FAVIÇOSA;Faculdade;Privada com fins lucrativos;73976;Educação Presencial;3171303;Viçosa;MG;22;21;416.619;31.718;446.857;26.591;27.873;3;
2019;23;ENFERMAGEM;3223;ESCOLA SUPERIOR DE CIÊNCIAS DA SAÚDE;ESCS;Faculdade;Pública Estadual;123083;Educação Presencial;5300108;Brasília;DF;58;56;481.143;40.642;628.446;48.935;46.862;5;
2019;23;ENFERMAGEM;3252;FACULDADE QUIRINÓPOLIS;FAQUI;Faculdade;Privada com fins lucrativos;104648;Educação Presencial;5218508;Quirinópolis;GO;23;17;345.529;21.886;337.412;13.124;15.315;2;
2019;23;ENFERMAGEM;3268;FACULDADE MADRE THAIS;FMT;Faculdade;Privada com fins lucrativos;105982;Educação Presencial;2913606;Ilhéus;BA;16;16;41.8;31.909;37.4;17.626;21.197;3;
2019;23;ENFERMAGEM;3285;FACULDADE SANTO ANTONIO;FSA;Faculdade;Privada com fins lucrativos;86600;Educação Presencial;2900702;Alagoinhas;BA;51;47;267.255;1.106;274.915;0.5434;0.6841;1;
2019;23;ENFERMAGEM;3304;CENTRO UNIVERSITÁRIO DE PATOS;UNIFIP;Centro Universitário;Privada com fins lucrativos;51948;Educação Presencial;2510808;Patos;PB;84;83;316.265;17.839;364.723;16.485;16.823;2;
2019;23;ENFERMAGEM;3337;FACULDADE DE TECNOLOGIA DE TERESINA;FACULDADE CET;Faculdade;Privada com fins lucrativos;114356;Educação Presencial;2211001;Teresina;PI;12;12;26.775;11.129;248.667;0.2205;0.4436;1;
2019;23;ENFERMAGEM;3363;FACULDADE GUARAÍ;FAG;Faculdade;Privada com fins lucrativos;69285;Educação Presencial;1709302;Guaraí;TO;26;25;27.84;12.602;34.956;14.619;14.115;2;
2019;23;ENFERMAGEM;3371;CENTRO UNIVERSITÁRIO DE PATOS DE MINAS;UNIPAM;Centro Universitário;Privada sem fins lucrativos;63008;Educação Presencial;3148004;Patos de Minas;MG;27;24;407.125;30.405;460.375;28.255;28.792;3;
2019;23;ENFERMAGEM;3372;CENTRO UNIVERSITÁRIO DE LAVRAS;UNILAVRAS;Centro Universitário;Privada sem fins lucrativos;96741;Educação Presencial;3138203;Lavras;MG;17;17;435.588;34.342;430.706;24.604;27.038;3;
2019;23;ENFERMAGEM;3375;INSTITUTO DE ENSINO SUPERIOR MÚLTIPLO;IESM;Faculdade;Privada com fins lucrativos;117162;Educação Presencial;2112209;Timon;MA;15;15;342.267;21.435;38.7;19.226;19.778;3;
